Age,Weight,Height,Protein,Calories,BMI,Meal_Type,Day_Meal
56,59,178,98.56,2318.39,18.62,Veg,Morning: Upma | Afternoon: Palak Paneer with Roti | Evening: Fruit Salad | Night: Dal-Rice
41,50,150,43.54,2306.87,22.22,Veg,Morning: Dhokla | Afternoon: Lauki Curry with Roti | Evening: Moong Salad | Night: Khichdi and Curd
26,72,170,108.39,1600.37,24.91,Non-Veg,Morning: Chicken Sandwich | Afternoon: Egg Curry with Roti | Evening: Grilled Chicken | Night: Paneer-Chicken Mix Pulao
34,64,183,68.94,2485.86,19.11,Non-Veg,Morning: Scrambled Eggs | Afternoon: Fish Fry with Rice | Evening: Boiled Eggs | Night: Chicken Khichdi
42,91,156,100.44,2289.48,37.39,Non-Veg,Morning: Chicken Sandwich | Afternoon: Egg Curry with Roti | Evening: Grilled Chicken | Night: Paneer-Chicken Mix Pulao
43,78,159,68.73,2060.02,30.85,Non-Veg,Morning: Boiled Egg with Toast | Afternoon: Chicken Curry with Rice | Evening: Grilled Fish | Night: Egg Bhurji with Chapati
32,66,186,43.12,2500.83,19.08,Non-Veg,Morning: Egg Parantha | Afternoon: Chicken Biryani | Evening: Roasted Makhana | Night: Boiled Egg and Roti
48,54,163,83.2,2445.9,20.32,Veg,Morning: Dhokla | Afternoon: Lauki Curry with Roti | Evening: Moong Salad | Night: Khichdi and Curd
44,53,170,44.85,1714.8,18.34,Non-Veg,Morning: Boiled Egg with Toast | Afternoon: Chicken Curry with Rice | Evening: Grilled Fish | Night: Egg Bhurji with Chapati
33,55,185,65.05,2060.99,16.07,Non-Veg,Morning: Boiled Egg with Toast | Afternoon: Chicken Curry with Rice | Evening: Grilled Fish | Night: Egg Bhurji with Chapati
20,69,185,92.37,2145.07,20.16,Non-Veg,Morning: Boiled Egg with Toast | Afternoon: Chicken Curry with Rice | Evening: Grilled Fish | Night: Egg Bhurji with Chapati
59,61,173,45.12,1763.47,20.38,Veg,Morning: Oats with Milk | Afternoon: Vegetable Biryani | Evening: Mixed Nuts | Night: Tofu Curry with Rice
29,49,154,76.32,1700.14,20.66,Non-Veg,Morning: Omelette with Paratha | Afternoon: Mutton Curry | Evening: Tuna Salad | Night: Chicken Soup with Rice
50,68,179,67.76,1722.47,21.22,Non-Veg,Morning: Egg Parantha | Afternoon: Chicken Biryani | Evening: Roasted Makhana | Night: Boiled Egg and Roti
33,54,183,98.63,2071.94,16.12,Non-Veg,Morning: Chicken Sandwich | Afternoon: Egg Curry with Roti | Evening: Grilled Chicken | Night: Paneer-Chicken Mix Pulao
26,60,156,67.32,2751.19,24.65,Non-Veg,Morning: Omelette with Paratha | Afternoon: Mutton Curry | Evening: Tuna Salad | Night: Chicken Soup with Rice
48,73,181,56.84,2039.22,22.28,Veg,Morning: Oats with Milk | Afternoon: Vegetable Biryani | Evening: Mixed Nuts | Night: Tofu Curry with Rice
54,73,169,89.53,2585.01,25.56,Non-Veg,Morning: Scrambled Eggs | Afternoon: Fish Fry with Rice | Evening: Boiled Eggs | Night: Chicken Khichdi
51,99,180,51.28,2585.29,30.56,Veg,Morning: Oats with Milk | Afternoon: Vegetable Biryani | Evening: Mixed Nuts | Night: Tofu Curry with Rice
41,97,161,44.27,2329.96,37.42,Non-Veg,Morning: Chicken Sandwich | Afternoon: Egg Curry with Roti | Evening: Grilled Chicken | Night: Paneer-Chicken Mix Pulao
50,62,171,70.56,2693.72,21.2,Non-Veg,Morning: Scrambled Eggs | Afternoon: Fish Fry with Rice | Evening: Boiled Eggs | Night: Chicken Khichdi
31,78,174,92.01,2634.01,25.76,Veg,Morning: Dhokla | Afternoon: Lauki Curry with Roti | Evening: Moong Salad | Night: Khichdi and Curd
53,80,173,100.85,1818.26,26.73,Non-Veg,Morning: Egg Parantha | Afternoon: Chicken Biryani | Evening: Roasted Makhana | Night: Boiled Egg and Roti
21,96,159,76.19,1753.2,37.97,Veg,Morning: Oats with Milk | Afternoon: Vegetable Biryani | Evening: Mixed Nuts | Night: Tofu Curry with Rice
48,61,176,79.64,2729.71,19.69,Veg,Morning: Oats with Milk | Afternoon: Vegetable Biryani | Evening: Mixed Nuts | Night: Tofu Curry with Rice
37,88,162,69.25,1654.57,33.53,Veg,Morning: Oats with Milk | Afternoon: Vegetable Biryani | Evening: Mixed Nuts | Night: Tofu Curry with Rice
27,93,150,82.44,2267.65,41.33,Veg,Morning: Upma | Afternoon: Palak Paneer with Roti | Evening: Fruit Salad | Night: Dal-Rice
19,85,188,112.33,1876.76,24.05,Veg,Morning: Upma | Afternoon: Palak Paneer with Roti | Evening: Fruit Salad | Night: Dal-Rice
54,68,158,119.63,1991.8,27.24,Veg,Morning: Upma | Afternoon: Palak Paneer with Roti | Evening: Fruit Salad | Night: Dal-Rice
59,84,163,60.52,2276.46,31.62,Non-Veg,Morning: Chicken Sandwich | Afternoon: Egg Curry with Roti | Evening: Grilled Chicken | Night: Paneer-Chicken Mix Pulao
56,86,154,43.79,2688.69,36.26,Non-Veg,Morning: Chicken Sandwich | Afternoon: Egg Curry with Roti | Evening: Grilled Chicken | Night: Paneer-Chicken Mix Pulao
44,56,175,112.61,1801.45,18.29,Non-Veg,Morning: Boiled Egg with Toast | Afternoon: Chicken Curry with Rice | Evening: Grilled Fish | Night: Egg Bhurji with Chapati
46,61,169,103.79,2057.93,21.36,Veg,Morning: Oats with Milk | Afternoon: Vegetable Biryani | Evening: Mixed Nuts | Night: Tofu Curry with Rice
46,61,163,79.48,2099.92,22.96,Veg,Morning: Poha | Afternoon: Rajma Chawal | Evening: Sprouts | Night: Khichdi
46,83,186,84.97,2311.2,23.99,Veg,Morning: Dhokla | Afternoon: Lauki Curry with Roti | Evening: Moong Salad | Night: Khichdi and Curd
22,78,173,94.42,2668.97,26.06,Non-Veg,Morning: Boiled Egg with Toast | Afternoon: Chicken Curry with Rice | Evening: Grilled Fish | Night: Egg Bhurji with Chapati
44,86,177,58.62,1917.92,27.45,Non-Veg,Morning: Chicken Sandwich | Afternoon: Egg Curry with Roti | Evening: Grilled Chicken | Night: Paneer-Chicken Mix Pulao
49,93,178,90.06,1896.43,29.35,Non-Veg,Morning: Boiled Egg with Toast | Afternoon: Chicken Curry with Rice | Evening: Grilled Fish | Night: Egg Bhurji with Chapati
21,97,169,103.18,1725.71,33.96,Non-Veg,Morning: Chicken Sandwich | Afternoon: Egg Curry with Roti | Evening: Grilled Chicken | Night: Paneer-Chicken Mix Pulao
20,89,155,75.54,1727.09,37.04,Non-Veg,Morning: Boiled Egg with Toast | Afternoon: Chicken Curry with Rice | Evening: Grilled Fish | Night: Egg Bhurji with Chapati
23,81,173,114.25,1885.75,27.06,Non-Veg,Morning: Egg Parantha | Afternoon: Chicken Biryani | Evening: Roasted Makhana | Night: Boiled Egg and Roti
46,89,186,52.37,2633.77,25.73,Veg,Morning: Poha | Afternoon: Rajma Chawal | Evening: Sprouts | Night: Khichdi
44,56,181,79.5,1771.96,17.09,Veg,Morning: Poha | Afternoon: Rajma Chawal | Evening: Sprouts | Night: Khichdi
46,62,150,69.67,1807.17,27.56,Veg,Morning: Upma | Afternoon: Palak Paneer with Roti | Evening: Fruit Salad | Night: Dal-Rice
45,60,184,66.95,1734.07,17.72,Non-Veg,Morning: Omelette with Paratha | Afternoon: Mutton Curry | Evening: Tuna Salad | Night: Chicken Soup with Rice
55,94,155,41.96,2722.87,39.13,Veg,Morning: Dhokla | Afternoon: Lauki Curry with Roti | Evening: Moong Salad | Night: Khichdi and Curd
56,91,162,51.16,1937.47,34.67,Non-Veg,Morning: Boiled Egg with Toast | Afternoon: Chicken Curry with Rice | Evening: Grilled Fish | Night: Egg Bhurji with Chapati
20,70,167,100.79,2181.31,25.1,Non-Veg,Morning: Chicken Sandwich | Afternoon: Egg Curry with Roti | Evening: Grilled Chicken | Night: Paneer-Chicken Mix Pulao
45,70,174,97.33,2111.17,23.12,Non-Veg,Morning: Egg Parantha | Afternoon: Chicken Biryani | Evening: Roasted Makhana | Night: Boiled Egg and Roti
38,88,186,83.59,2185.08,25.44,Veg,Morning: Oats with Milk | Afternoon: Vegetable Biryani | Evening: Mixed Nuts | Night: Tofu Curry with Rice
39,60,183,40.42,2720.34,17.92,Veg,Morning: Idli Sambhar | Afternoon: Chole with Roti | Evening: Corn Chaat | Night: Vegetable Pulao
40,52,186,77.37,2601.97,15.03,Non-Veg,Morning: Boiled Egg with Toast | Afternoon: Chicken Curry with Rice | Evening: Grilled Fish | Night: Egg Bhurji with Chapati
55,81,166,59.22,2747.93,29.39,Veg,Morning: Dhokla | Afternoon: Lauki Curry with Roti | Evening: Moong Salad | Night: Khichdi and Curd
49,51,171,65.58,2493.02,17.44,Non-Veg,Morning: Scrambled Eggs | Afternoon: Fish Fry with Rice | Evening: Boiled Eggs | Night: Chicken Khichdi
26,94,170,105.82,2736.16,32.53,Non-Veg,Morning: Scrambled Eggs | Afternoon: Fish Fry with Rice | Evening: Boiled Eggs | Night: Chicken Khichdi
18,81,152,100.1,2758.31,35.06,Veg,Morning: Idli Sambhar | Afternoon: Chole with Roti | Evening: Corn Chaat | Night: Vegetable Pulao
48,58,151,82.44,1857.52,25.44,Veg,Morning: Upma | Afternoon: Palak Paneer with Roti | Evening: Fruit Salad | Night: Dal-Rice
48,54,171,70.4,1653.59,18.47,Non-Veg,Morning: Boiled Egg with Toast | Afternoon: Chicken Curry with Rice | Evening: Grilled Fish | Night: Egg Bhurji with Chapati
18,69,181,118.99,2550.42,21.06,Veg,Morning: Dhokla | Afternoon: Lauki Curry with Roti | Evening: Moong Salad | Night: Khichdi and Curd
55,46,188,95.71,1732.53,13.01,Non-Veg,Morning: Boiled Egg with Toast | Afternoon: Chicken Curry with Rice | Evening: Grilled Fish | Night: Egg Bhurji with Chapati
20,94,167,96.22,2494.9,33.71,Veg,Morning: Dhokla | Afternoon: Lauki Curry with Roti | Evening: Moong Salad | Night: Khichdi and Curd
41,91,183,45.4,2114.51,27.17,Non-Veg,Morning: Chicken Sandwich | Afternoon: Egg Curry with Roti | Evening: Grilled Chicken | Night: Paneer-Chicken Mix Pulao
51,80,165,104.79,2301.36,29.38,Non-Veg,Morning: Omelette with Paratha | Afternoon: Mutton Curry | Evening: Tuna Salad | Night: Chicken Soup with Rice
58,48,178,109.05,2031.95,15.15,Non-Veg,Morning: Scrambled Eggs | Afternoon: Fish Fry with Rice | Evening: Boiled Eggs | Night: Chicken Khichdi
36,64,160,98.3,2795.04,25.0,Non-Veg,Morning: Boiled Egg with Toast | Afternoon: Chicken Curry with Rice | Evening: Grilled Fish | Night: Egg Bhurji with Chapati
33,45,167,44.09,2470.01,16.14,Veg,Morning: Dhokla | Afternoon: Lauki Curry with Roti | Evening: Moong Salad | Night: Khichdi and Curd
42,54,176,68.87,2584.6,17.43,Non-Veg,Morning: Boiled Egg with Toast | Afternoon: Chicken Curry with Rice | Evening: Grilled Fish | Night: Egg Bhurji with Chapati
25,86,175,74.84,2271.22,28.08,Non-Veg,Morning: Scrambled Eggs | Afternoon: Fish Fry with Rice | Evening: Boiled Eggs | Night: Chicken Khichdi
51,75,155,47.43,1675.8,31.22,Non-Veg,Morning: Scrambled Eggs | Afternoon: Fish Fry with Rice | Evening: Boiled Eggs | Night: Chicken Khichdi
29,55,151,110.07,1811.28,24.12,Veg,Morning: Poha | Afternoon: Rajma Chawal | Evening: Sprouts | Night: Khichdi
38,53,185,50.0,1772.82,15.49,Veg,Morning: Poha | Afternoon: Rajma Chawal | Evening: Sprouts | Night: Khichdi
22,81,165,51.49,2178.65,29.75,Non-Veg,Morning: Egg Parantha | Afternoon: Chicken Biryani | Evening: Roasted Makhana | Night: Boiled Egg and Roti
35,86,181,105.42,2642.77,26.25,Non-Veg,Morning: Scrambled Eggs | Afternoon: Fish Fry with Rice | Evening: Boiled Eggs | Night: Chicken Khichdi
43,71,177,118.38,2192.52,22.66,Veg,Morning: Idli Sambhar | Afternoon: Chole with Roti | Evening: Corn Chaat | Night: Vegetable Pulao
20,83,165,91.64,1653.73,30.49,Non-Veg,Morning: Boiled Egg with Toast | Afternoon: Chicken Curry with Rice | Evening: Grilled Fish | Night: Egg Bhurji with Chapati
18,97,178,66.26,2166.41,30.61,Non-Veg,Morning: Omelette with Paratha | Afternoon: Mutton Curry | Evening: Tuna Salad | Night: Chicken Soup with Rice
44,95,157,71.84,1875.91,38.54,Non-Veg,Morning: Chicken Sandwich | Afternoon: Egg Curry with Roti | Evening: Grilled Chicken | Night: Paneer-Chicken Mix Pulao
42,96,169,114.33,1899.34,33.61,Veg,Morning: Idli Sambhar | Afternoon: Chole with Roti | Evening: Corn Chaat | Night: Vegetable Pulao
48,79,155,70.16,2208.05,32.88,Non-Veg,Morning: Chicken Sandwich | Afternoon: Egg Curry with Roti | Evening: Grilled Chicken | Night: Paneer-Chicken Mix Pulao
58,89,150,56.57,1790.83,39.56,Veg,Morning: Oats with Milk | Afternoon: Vegetable Biryani | Evening: Mixed Nuts | Night: Tofu Curry with Rice
41,73,162,76.12,1733.92,27.82,Veg,Morning: Upma | Afternoon: Palak Paneer with Roti | Evening: Fruit Salad | Night: Dal-Rice
48,54,188,115.58,1734.89,15.28,Veg,Morning: Upma | Afternoon: Palak Paneer with Roti | Evening: Fruit Salad | Night: Dal-Rice
34,76,170,75.56,1614.54,26.3,Non-Veg,Morning: Omelette with Paratha | Afternoon: Mutton Curry | Evening: Tuna Salad | Night: Chicken Soup with Rice
47,76,158,82.84,2759.6,30.44,Non-Veg,Morning: Scrambled Eggs | Afternoon: Fish Fry with Rice | Evening: Boiled Eggs | Night: Chicken Khichdi
35,62,186,96.46,1782.36,17.92,Veg,Morning: Oats with Milk | Afternoon: Vegetable Biryani | Evening: Mixed Nuts | Night: Tofu Curry with Rice
22,57,155,60.22,1837.43,23.73,Non-Veg,Morning: Chicken Sandwich | Afternoon: Egg Curry with Roti | Evening: Grilled Chicken | Night: Paneer-Chicken Mix Pulao
49,70,164,73.7,2601.09,26.03,Non-Veg,Morning: Egg Parantha | Afternoon: Chicken Biryani | Evening: Roasted Makhana | Night: Boiled Egg and Roti
44,52,175,83.1,1960.19,16.98,Non-Veg,Morning: Boiled Egg with Toast | Afternoon: Chicken Curry with Rice | Evening: Grilled Fish | Night: Egg Bhurji with Chapati
55,53,162,86.55,2450.99,20.2,Non-Veg,Morning: Chicken Sandwich | Afternoon: Egg Curry with Roti | Evening: Grilled Chicken | Night: Paneer-Chicken Mix Pulao
34,56,158,108.49,2691.48,22.43,Non-Veg,Morning: Chicken Sandwich | Afternoon: Egg Curry with Roti | Evening: Grilled Chicken | Night: Paneer-Chicken Mix Pulao
26,97,186,64.98,2691.45,28.04,Veg,Morning: Poha | Afternoon: Rajma Chawal | Evening: Sprouts | Night: Khichdi
59,58,158,114.55,2353.52,23.23,Non-Veg,Morning: Omelette with Paratha | Afternoon: Mutton Curry | Evening: Tuna Salad | Night: Chicken Soup with Rice
50,45,170,44.5,2358.08,15.57,Veg,Morning: Oats with Milk | Afternoon: Vegetable Biryani | Evening: Mixed Nuts | Night: Tofu Curry with Rice
24,59,151,49.7,2270.6,25.88,Veg,Morning: Upma | Afternoon: Palak Paneer with Roti | Evening: Fruit Salad | Night: Dal-Rice
57,96,184,71.93,2311.83,28.36,Non-Veg,Morning: Boiled Egg with Toast | Afternoon: Chicken Curry with Rice | Evening: Grilled Fish | Night: Egg Bhurji with Chapati
55,87,157,74.24,1991.23,35.3,Veg,Morning: Idli Sambhar | Afternoon: Chole with Roti | Evening: Corn Chaat | Night: Vegetable Pulao
55,85,179,104.36,2632.02,26.53,Non-Veg,Morning: Boiled Egg with Toast | Afternoon: Chicken Curry with Rice | Evening: Grilled Fish | Night: Egg Bhurji with Chapati
34,68,174,43.66,2734.43,22.46,Non-Veg,Morning: Omelette with Paratha | Afternoon: Mutton Curry | Evening: Tuna Salad | Night: Chicken Soup with Rice
36,47,175,105.81,1782.36,15.35,Veg,Morning: Idli Sambhar | Afternoon: Chole with Roti | Evening: Corn Chaat | Night: Vegetable Pulao
55,64,188,97.16,2266.1,18.11,Veg,Morning: Upma | Afternoon: Palak Paneer with Roti | Evening: Fruit Salad | Night: Dal-Rice
53,72,175,98.76,2201.22,23.51,Veg,Morning: Poha | Afternoon: Rajma Chawal | Evening: Sprouts | Night: Khichdi
50,81,154,83.41,2128.26,34.15,Non-Veg,Morning: Boiled Egg with Toast | Afternoon: Chicken Curry with Rice | Evening: Grilled Fish | Night: Egg Bhurji with Chapati
45,65,171,47.75,1883.08,22.23,Veg,Morning: Idli Sambhar | Afternoon: Chole with Roti | Evening: Corn Chaat | Night: Vegetable Pulao
24,81,174,47.0,1624.3,26.75,Veg,Morning: Oats with Milk | Afternoon: Vegetable Biryani | Evening: Mixed Nuts | Night: Tofu Curry with Rice
26,75,172,95.08,2390.11,25.35,Non-Veg,Morning: Omelette with Paratha | Afternoon: Mutton Curry | Evening: Tuna Salad | Night: Chicken Soup with Rice
39,74,184,85.17,1676.44,21.86,Veg,Morning: Upma | Afternoon: Palak Paneer with Roti | Evening: Fruit Salad | Night: Dal-Rice
23,76,183,114.22,2354.79,22.69,Non-Veg,Morning: Omelette with Paratha | Afternoon: Mutton Curry | Evening: Tuna Salad | Night: Chicken Soup with Rice
22,55,160,54.12,2361.99,21.48,Non-Veg,Morning: Chicken Sandwich | Afternoon: Egg Curry with Roti | Evening: Grilled Chicken | Night: Paneer-Chicken Mix Pulao
52,99,170,77.1,1816.97,34.26,Veg,Morning: Poha | Afternoon: Rajma Chawal | Evening: Sprouts | Night: Khichdi
51,80,160,96.6,1762.65,31.25,Non-Veg,Morning: Omelette with Paratha | Afternoon: Mutton Curry | Evening: Tuna Salad | Night: Chicken Soup with Rice
54,56,181,60.69,1990.77,17.09,Non-Veg,Morning: Boiled Egg with Toast | Afternoon: Chicken Curry with Rice | Evening: Grilled Fish | Night: Egg Bhurji with Chapati
26,83,183,73.24,2357.22,24.78,Non-Veg,Morning: Boiled Egg with Toast | Afternoon: Chicken Curry with Rice | Evening: Grilled Fish | Night: Egg Bhurji with Chapati
52,98,172,49.03,2418.64,33.13,Non-Veg,Morning: Egg Parantha | Afternoon: Chicken Biryani | Evening: Roasted Makhana | Night: Boiled Egg and Roti
40,72,188,107.68,1975.61,20.37,Non-Veg,Morning: Egg Parantha | Afternoon: Chicken Biryani | Evening: Roasted Makhana | Night: Boiled Egg and Roti
41,70,170,98.32,1890.9,24.22,Veg,Morning: Idli Sambhar | Afternoon: Chole with Roti | Evening: Corn Chaat | Night: Vegetable Pulao
53,77,175,55.36,1945.09,25.14,Non-Veg,Morning: Omelette with Paratha | Afternoon: Mutton Curry | Evening: Tuna Salad | Night: Chicken Soup with Rice
46,50,172,55.81,1607.79,16.9,Non-Veg,Morning: Egg Parantha | Afternoon: Chicken Biryani | Evening: Roasted Makhana | Night: Boiled Egg and Roti
39,78,158,63.55,2269.59,31.24,Non-Veg,Morning: Chicken Sandwich | Afternoon: Egg Curry with Roti | Evening: Grilled Chicken | Night: Paneer-Chicken Mix Pulao
22,48,171,67.57,2019.91,16.42,Veg,Morning: Oats with Milk | Afternoon: Vegetable Biryani | Evening: Mixed Nuts | Night: Tofu Curry with Rice
18,68,164,99.76,2014.02,25.28,Veg,Morning: Upma | Afternoon: Palak Paneer with Roti | Evening: Fruit Salad | Night: Dal-Rice
27,46,150,93.25,2207.92,20.44,Veg,Morning: Poha | Afternoon: Rajma Chawal | Evening: Sprouts | Night: Khichdi
29,74,173,118.64,1669.6,24.73,Veg,Morning: Upma | Afternoon: Palak Paneer with Roti | Evening: Fruit Salad | Night: Dal-Rice
55,93,156,42.66,2030.37,38.21,Non-Veg,Morning: Scrambled Eggs | Afternoon: Fish Fry with Rice | Evening: Boiled Eggs | Night: Chicken Khichdi
19,55,182,60.35,2118.39,16.6,Non-Veg,Morning: Boiled Egg with Toast | Afternoon: Chicken Curry with Rice | Evening: Grilled Fish | Night: Egg Bhurji with Chapati
38,52,169,70.28,2734.14,18.21,Veg,Morning: Upma | Afternoon: Palak Paneer with Roti | Evening: Fruit Salad | Night: Dal-Rice
54,75,179,52.37,2178.03,23.41,Veg,Morning: Upma | Afternoon: Palak Paneer with Roti | Evening: Fruit Salad | Night: Dal-Rice
30,70,167,87.99,2231.8,25.1,Veg,Morning: Upma | Afternoon: Palak Paneer with Roti | Evening: Fruit Salad | Night: Dal-Rice
19,56,153,59.62,2024.56,23.92,Non-Veg,Morning: Scrambled Eggs | Afternoon: Fish Fry with Rice | Evening: Boiled Eggs | Night: Chicken Khichdi
23,86,164,64.75,2340.21,31.98,Veg,Morning: Dhokla | Afternoon: Lauki Curry with Roti | Evening: Moong Salad | Night: Khichdi and Curd
38,65,179,112.69,2092.7,20.29,Non-Veg,Morning: Chicken Sandwich | Afternoon: Egg Curry with Roti | Evening: Grilled Chicken | Night: Paneer-Chicken Mix Pulao
39,55,189,109.45,2234.95,15.4,Veg,Morning: Upma | Afternoon: Palak Paneer with Roti | Evening: Fruit Salad | Night: Dal-Rice
39,82,166,52.13,1895.45,29.76,Non-Veg,Morning: Omelette with Paratha | Afternoon: Mutton Curry | Evening: Tuna Salad | Night: Chicken Soup with Rice
28,77,162,80.46,2380.53,29.34,Veg,Morning: Oats with Milk | Afternoon: Vegetable Biryani | Evening: Mixed Nuts | Night: Tofu Curry with Rice
53,85,181,99.86,2739.63,25.95,Veg,Morning: Poha | Afternoon: Rajma Chawal | Evening: Sprouts | Night: Khichdi
35,75,171,111.39,1895.72,25.65,Veg,Morning: Oats with Milk | Afternoon: Vegetable Biryani | Evening: Mixed Nuts | Night: Tofu Curry with Rice
18,49,158,97.24,2567.12,19.63,Non-Veg,Morning: Egg Parantha | Afternoon: Chicken Biryani | Evening: Roasted Makhana | Night: Boiled Egg and Roti
41,86,159,98.04,2710.41,34.02,Veg,Morning: Dhokla | Afternoon: Lauki Curry with Roti | Evening: Moong Salad | Night: Khichdi and Curd
56,54,169,52.55,2431.09,18.91,Non-Veg,Morning: Chicken Sandwich | Afternoon: Egg Curry with Roti | Evening: Grilled Chicken | Night: Paneer-Chicken Mix Pulao
30,50,164,53.12,2015.32,18.59,Veg,Morning: Poha | Afternoon: Rajma Chawal | Evening: Sprouts | Night: Khichdi
19,80,164,97.48,1787.4,29.74,Veg,Morning: Upma | Afternoon: Palak Paneer with Roti | Evening: Fruit Salad | Night: Dal-Rice
41,96,159,49.86,1779.67,37.97,Veg,Morning: Oats with Milk | Afternoon: Vegetable Biryani | Evening: Mixed Nuts | Night: Tofu Curry with Rice
57,72,154,95.79,1869.38,30.36,Veg,Morning: Dhokla | Afternoon: Lauki Curry with Roti | Evening: Moong Salad | Night: Khichdi and Curd
25,59,161,98.36,1885.08,22.76,Non-Veg,Morning: Omelette with Paratha | Afternoon: Mutton Curry | Evening: Tuna Salad | Night: Chicken Soup with Rice
41,95,155,54.34,1698.64,39.54,Non-Veg,Morning: Scrambled Eggs | Afternoon: Fish Fry with Rice | Evening: Boiled Eggs | Night: Chicken Khichdi
23,88,175,103.19,1647.18,28.73,Veg,Morning: Idli Sambhar | Afternoon: Chole with Roti | Evening: Corn Chaat | Night: Vegetable Pulao
27,92,175,99.02,1780.03,30.04,Veg,Morning: Idli Sambhar | Afternoon: Chole with Roti | Evening: Corn Chaat | Night: Vegetable Pulao
